48,15,39,31,5700
45,18,39,20,5700
49,14,38,28,5700
37,17,24,19,5700
46,16,39,30,5700
46,15,38,32,5700
45,14,26,31,5700
49,14,26,31,5700
46,15,26,19,5700
43,14,25,30,5700
43,14,38,35,5700
49,18,38,31,5700
44,15,24,18,5700
45,18,38,20,5700
44,15,39,31,5700
49,17,38,21,5700
44,18,27,30,5700
51,15,37,30,5700
50,19,41,30,5700
45,15,39,22,5700
49,15,25,21,5700
51,22,40,31,5700
43,15,38,20,5700
46,20,37,30,5700
45,17,38,21,5700
49,19,37,29,5700
43,19,38,24,5700
39,18,23,21,5700
48,14,26,35,5700
48,19,37,31,5700
44,18,28,20,5700
50,20,37,27,5700
49,20,21,31,5700
49,19,36,32,5700
51,14,25,34,5700
43,16,26,30,5700
42,19,26,30,5700
42,16,38,28,5700
44,14,40,22,5700
41,19,26,21,5700
45,19,40,30,5700
51,19,39,20,5700
47,15,26,30,5700
50,16,27,21,5700
49,21,40,29,5700
42,16,28,31,5700
44,17,37,32,5700
48,19,39,30,5700
40,19,38,35,5700
51,19,39,31,5700
43,15,26,31,5700
47,15,40,19,5700
46,16,39,34,5700
47,16,39,32,5700
45,15,25,21,5700
47,18,39,29,5700
48,16,40,21,5700
48,21,27,23,5700
45,19,40,32,5700
46,18,42,34,5700
49,16,38,28,5700
47,15,25,33,5700
45,16,40,33,5700
49,16,39,20,5700
50,14,39,34,5700
47,9,33,33,5740
44,17,31,29,5740
48,18,42,26,5740
41,15,40,34,5740
45,17,33,29,5740
47,19,40,24,5740
44,11,39,33,5740
45,7,33,28,5740
43,8,33,30,5740
49,16,39,34,5740
46,18,43,32,5740
44,16,39,34,5740
42,9,43,34,5740
43,13,39,27,5740
46,18,33,30,5740
42,17,39,29,5740
45,18,42,26,5740
43,18,42,23,5740
46,18,43,33,5740
42,9,37,27,5740
44,19,44,27,5740
47,15,42,35,5740
40,6,44,25,5740
46,14,39,25,5740
44,8,38,28,5740
37,18,39,33,5740
46,10,39,35,5740
47,15,33,38,5740
41,10,42,31,5740
42,15,33,30,5740
40,16,33,29,5740
46,19,38,37,5740
42,17,39,31,5740
45,18,42,31,5740
47,16,43,29,5740
46,8,33,31,5740
46,8,41,36,5740
42,18,40,35,5740
45,9,43,34,5740
40,15,32,23,5740
45,17,42,35,5740
47,17,45,30,5740
46,19,31,35,5740
47,8,39,31,5740
46,15,43,30,5740
41,16,33,24,5740
47,16,33,33,5740
51,18,39,25,5740
46,17,44,31,5740
45,17,32,26,5740
42,18,42,34,5740
47,9,44,35,5740
43,17,44,30,5740
41,17,39,35,5740
41,15,33,37,5740
42,21,30,35,5740
39,11,45,36,5790
40,22,45,22,5790
43,20,43,34,5790
38,12,44,24,5790
39,25,44,31,5790
34,25,46,36,5790
43,20,45,35,5790
39,26,44,31,5790
44,22,45,23,5790
38,25,36,25,5790
36,22,44,26,5790
40,20,43,32,5790
38,12,43,33,5790
46,12,37,31,5790
39,12,43,33,5790
42,26,41,25,5790
42,25,38,27,5790
43,22,45,24,5790
47,21,36,25,5790
38,21,35,36,5790
42,22,46,35,5790
43,12,45,31,5790
36,21,37,32,5790
38,26,37,35,5790
48,26,37,24,5790
40,26,46,36,5790
35,12,35,24,5790
47,26,43,38,5790
47,12,35,35,5790
44,12,43,26,5790
49,12,35,38,5790
38,20,43,32,5790
41,20,42,33,5790
42,25,44,35,5790
43,13,45,36,5790
42,22,38,32,5790
47,20,38,25,5790
42,23,45,27,5790
38,22,42,36,5790
41,12,41,25,5790
42,24,42,24,5790
43,26,45,36,5790
42,20,42,37,5790
36,26,42,33,5790
41,22,36,38,5790
39,25,45,26,5790
46,27,38,37,5790
37,20,34,24,5790
41,10,45,24,5790
40,27,45,35,5790
37,11,36,37,5790
42,13,36,36,5790
43,26,45,32,5790
41,12,42,22,5790
39,21,43,37,5790
44,12,42,34,5790
47,13,45,32,5790
47,12,34,36,5790
47,11,36,32,5790
47,20,45,24,5790
46,25,35,23,5790
44,10,31,27,5840
41,22,41,37,5840
41,24,46,37,5840
38,22,40,35,5840
40,21,46,36,5840
28,21,32,32,5840
39,21,47,27,5840
40,21,40,32,5840
28,20,44,32,5840
38,21,32,35,5840
41,12,38,36,5840
41,19,41,34,5840
39,10,46,28,5840
40,10,30,38,5840
39,10,41,35,5840
36,23,40,38,5840
37,22,46,34,5840
39,20,33,36,5840
40,19,39,37,5840
27,19,35,39,5840
38,19,32,27,5840
40,21,46,37,5840
40,21,33,34,5840
29,11,32,35,5840
41,20,45,34,5840
42,9,32,32,5840
34,11,38,34,5840
38,20,40,34,5840
33,10,37,40,5840
38,10,45,37,5840
41,22,41,37,5840
40,22,46,36,5840
33,22,44,37,5840
39,22,33,38,5840
40,10,33,34,5840
41,11,47,32,5840
27,21,36,25,5840
27,21,47,35,5840
41,10,44,35,5840
39,23,30,37,5840
27,10,31,32,5840
40,23,40,37,5840
38,11,46,38,5840
27,21,27,32,5840
42,22,46,39,5840
33,24,36,37,5840
40,22,45,26,5840
41,22,38,38,5840
37,20,32,26,5840
39,20,33,35,5840
32,21,32,28,5840
29,23,40,29,5840
27,10,39,35,5840
42,18,30,32,5840
41,19,38,39,5840
41,22,40,26,5840
28,11,31,26,5840
41,21,45,36,5840
39,9,46,27,5840
39,20,43,32,5930
37,12,32,37,5930
35,21,41,32,5930
41,21,32,33,5930
46,24,35,45,5930
36,19,41,43,5930
35,19,43,34,5930
37,12,33,45,5930
32,20,44,37,5930
36,12,45,35,5930
37,19,42,34,5930
38,15,43,42,5930
45,18,43,43,5930
36,19,44,29,5930
41,11,44,40,5930
29,22,32,35,5930
35,20,42,35,5930
37,19,35,30,5930
40,20,32,32,5930
38,22,41,34,5930
39,12,42,27,5930
45,19,44,39,5930
29,18,43,38,5930
42,19,43,30,5930
37,14,43,28,5930
32,19,43,38,5930
37,20,44,43,5930
33,20,32,35,5930
41,19,32,35,5930
39,21,44,31,5930
41,12,42,44,5930
36,20,43,43,5930
34,19,43,29,5930
35,20,32,38,5930
33,19,44,43,5930
46,21,43,39,5930
37,13,44,29,5930
33,12,43,30,5930
40,19,34,33,5930
34,13,33,43,5930
37,19,43,30,5930
28,21,35,43,5930
44,22,34,31,5930
30,14,32,35,5930
32,11,44,35,5930
45,12,42,35,5930
46,12,43,27,5930
38,11,43,28,5930
40,18,43,36,5930
37,21,42,35,5930
34,21,41,35,5930
27,20,42,42,5930
40,20,34,34,5930
36,14,34,32,5930
34,21,42,30,5930
40,21,43,42,5930
38,20,44,27,5930
39,13,48,34,5930
45,21,33,28,5930
46,18,44,31,5930
40,12,33,28,5930
41,12,42,39,5930
29,12,31,35,5930
29,21,44,30,5930
38,19,33,29,5930
40,20,44,34,5930
35,21,38,41,6000
32,17,39,27,6000
34,25,40,38,6000
39,25,34,39,6000
34,25,39,35,6000
31,25,38,37,6000
40,17,40,35,6000
33,20,41,25,6000
39,16,40,38,6000
41,26,35,42,6000
31,21,35,26,6000
37,24,38,40,6000
39,22,41,31,6000
38,24,38,35,6000
27,22,37,37,6000
39,24,35,41,6000
35,23,39,38,6000
34,24,37,41,6000
33,25,41,39,6000
40,25,39,30,6000
32,21,40,35,6000
35,25,38,29,6000
36,25,41,37,6000
37,22,42,31,6000
34,20,42,36,6000
34,17,38,36,6000
29,25,38,34,6000
39,26,37,40,6000
39,16,41,37,6000
33,17,38,37,6000
33,22,35,36,6000
39,21,39,39,6000
38,17,39,32,6000
38,21,38,27,6000
33,24,40,37,6000
40,26,40,37,6000
38,26,39,36,6000
27,23,41,37,6000
34,25,38,25,6000
33,25,38,36,6000
33,24,40,41,6000
31,24,35,36,6000
40,26,41,36,6000
39,26,40,29,6000
38,17,41,38,6000
31,22,42,35,6000
40,25,38,35,6000
40,22,39,42,6000
32,23,36,41,6000
36,22,39,29,6000
39,23,39,26,6000
32,24,37,37,6000
40,24,36,36,6000
41,22,40,29,6000
32,24,39,32,6000
34,21,40,34,6000
40,24,40,29,6000
40,21,39,37,6000
33,26,38,35,6000
41,24,37,40,6000
32,26,41,30,6000
40,24,39,37,6000
32,25,41,35,6000
33,24,41,31,6000
35,19,42,36,6100
36,21,43,38,6100
30,20,45,34,6100
33,21,42,42,6100
36,28,33,30,6100
32,19,34,41,6100
41,19,34,42,6100
31,21,44,39,6100
32,21,34,31,6100
29,27,45,31,6100
36,19,45,46,6100
29,21,42,42,6100
41,25,46,34,6100
39,21,34,34,6100
43,26,45,44,6100
33,22,33,42,6100
37,27,43,45,6100
35,27,34,43,6100
32,19,46,42,6100
39,19,45,34,6100
30,27,41,38,6100
31,18,35,41,6100
30,27,34,42,6100
37,21,42,44,6100
37,21,43,29,6100
39,21,35,30,6100
35,24,41,46,6100
38,28,44,32,6100
41,28,42,44,6100
41,26,44,28,6100
35,23,34,37,6100
39,28,44,43,6100
38,20,44,37,6100
35,21,41,41,6100
30,19,33,32,6100
42,20,42,33,6100
35,20,35,46,6100
38,19,35,39,6100
30,27,45,47,6100
39,22,42,28,6100
29,29,34,30,6100
31,20,41,45,6100
31,22,34,40,6100
39,20,45,37,6100
33,23,33,45,6100
43,22,46,39,6100
38,27,35,47,6100
42,28,42,43,6100
31,21,41,46,6100
34,23,44,32,6100
31,20,45,40,6100
32,21,45,41,6100
32,27,43,46,6100
35,21,34,40,6100
38,21,33,41,6100
31,26,42,44,6100
37,29,44,46,6100
44,28,45,45,6100
32,23,33,30,6100
28,26,30,41,6190
30,17,43,40,6190
31,18,43,41,6190
31,27,30,38,6190
38,16,32,30,6190
24,20,43,32,6190
35,26,42,32,6190
35,26,43,27,6190
39,23,32,44,6190
35,18,28,41,6190
34,27,43,34,6190
28,18,42,30,6190
39,18,29,31,6190
24,25,43,31,6190
34,17,44,39,6190
29,25,42,40,6190
24,17,43,41,6190
31,24,43,33,6190
33,24,31,41,6190
32,23,43,40,6190
32,25,28,30,6190
24,24,28,41,6190
31,25,43,31,6190
33,18,42,39,6190
32,24,31,33,6190
30,24,29,30,6190
31,27,44,41,6190
39,16,42,41,6190
32,17,32,41,6190
32,25,44,38,6190
32,25,43,41,6190
35,26,43,39,6190
34,26,43,39,6190
30,19,44,30,6190
35,25,30,39,6190
34,26,42,32,6190
38,27,43,32,6190
25,27,44,31,6190
38,19,29,39,6190
24,25,43,39,6190
35,17,44,40,6190
24,26,43,45,6190
32,24,32,41,6190
29,25,29,40,6190
23,18,43,40,6190
39,17,30,39,6190
38,24,41,30,6190
24,16,43,32,6190
38,26,44,39,6190
38,24,44,39,6190
38,26,41,38,6190
39,27,44,42,6190
37,25,31,42,6190
36,26,30,31,6190
24,23,31,41,6190
38,23,43,42,6190
24,17,41,40,6190
35,24,41,40,6190
38,17,44,35,6190
35,16,30,40,6190
34,25,32,38,6190
32,16,44,39,6190
38,18,42,31,6190
35,26,45,45,6190
35,21,44,47,6300
31,20,34,39,6300
28,24,43,40,6300
34,26,35,42,6300
29,22,35,48,6300
26,26,37,38,6300
31,27,43,37,6300
32,25,36,47,6300
34,21,35,40,6300
33,26,44,46,6300
31,22,44,37,6300
36,22,44,39,6300
34,22,37,42,6300
35,27,34,48,6300
37,25,36,41,6300
31,21,35,39,6300
34,27,34,40,6300
24,26,36,45,6300
34,26,44,39,6300
33,27,37,40,6300
24,26,36,43,6300
37,23,35,46,6300
34,26,35,41,6300
33,23,44,45,6300
31,27,44,6,6300
27,22,37,48,6300
25,25,36,41,6300
24,22,44,41,6300
25,22,35,44,6300
23,21,44,40,6300
24,28,39,47,6300
25,27,36,49,6300
33,26,44,39,6300
35,26,38,41,6300
33,26,36,39,6300
25,27,37,39,6300
23,26,37,42,6300
25,26,34,49,6300
33,27,45,46,6300
35,26,45,42,6300
