1202163548 23392.5 -55.5
1202163549 23466.25 -54.0
1202163818 42778.5 -54.5
1202163819 42849.0 -55.0
1202163540 22781.0 -54.5
1202163541 22867.625 -54.0
1202163542 22945.25 -57.5
1202163543 23013.0 -55.5
1202163544 23100.125 -52.0
1202163545 23170.25 -56.5
1202163546 23238.0 -50.5
1202163547 23305.25 -54.0
1202163469 17641.25 -57.0
1202163468 17571.125 -54.0
1202163355 9439.0 -58.5
1202163354 9368.5 -55.5
1202163357 9581.25 -59.5
1202163356 9512.0 -59.5
1202163351 9144.125 -59.0
1202163350 9057.0 -55.5
1202163353 9281.25 -58.5
1202163352 9214.0 -57.0
1202163359 9738.5 -56.0
1202163358 9668.5 -56.0
1202163458 16822.125 -56.0
1202164054 59778.25 -65.0
1202163607 27647.125 -55.0
1202163606 27560.25 -53.5
1202163605 27493.0 -53.5
1202163459 16892.0 -56.0
1202163603 27347.5 -54.0
1202163602 27260.25 -50.5
1202163601 27193.0 -52.5
1202163600 27122.5 -56.0
1202163609 27785.0 -57.0
1202163608 27717.25 -56.0
1202163945 51962.5 -59.5
1202163519 21214.25 -53.0
1202163943 51808.25 -57.0
1202163928 50688.625 -57.5
1202163929 50759.0 -55.0
1202163926 50534.25 -60.0
1202163927 50602.0 -56.5
1202163924 50375.0 -58.0
1202163925 50464.125 -58.5
1202163922 50234.25 -56.0
1202163923 50302.0 -58.0
1202163920 50077.25 -56.0
1202163921 50164.25 -55.0
1202163812 42324.25 -58.5
1202163779 40010.25 -52.0
1202163778 39943.0 -55.5
1202163813 42391.25 -60.5
1202163773 39572.5 -54.5
1202163772 39485.25 -55.0
1202163771 39418.25 -53.5
1202163770 39351.0 -54.5
1202163777 39875.25 -57.0
1202163776 39805.125 -52.0
1202163775 39710.25 -51.5
1202163774 39643.0 -54.5
1202163672 32185.5 -53.0
1202163673 32256.0 -54.5
1202163670 32066.0 -63.5
1202163671 32098.5 -49.5
1202163676 32485.125 -55.5
1202163677 32555.75 -57.5
1202163674 32326.75 -53.5
1202163675 32398.0 -53.5
1202163816 42624.0 -56.5
1202163678 32623.0 -54.0
1202163679 32710.125 -53.5
1202163817 42691.25 -56.0
1202163814 42478.5 -57.5
1202163815 42556.25 -56.5
1202163751 37912.0 -53.0
1202163750 37844.25 -52.0
1202164040 58729.25 -58.5
1202164055 59846.0 -64.0
1202163823 43148.25 -57.0
1202163822 43077.25 -55.5
1202163786 40388.125 -53.5
1202163759 38523.5 -55.5
1202163784 40233.25 -54.5
1202163785 40301.0 -56.5
1202163782 40076.5 -54.0
1202163783 40159.5 -53.0
1202163780 40064.625 -53.5
1202163758 38436.25 -56.0
1202163788 40526.0 -54.0
1202163789 40593.25 -55.5
1202163763 38826.25 -54.0
1202163584 25919.0 -49.5
1202163585 25986.25 -52.0
1202163586 26073.5 -54.0
1202163587 26144.0 -51.0
1202163580 25619.25 -52.0
1202163581 25694.25 -53.0
1202163429 14810.25 -54.0
1202163428 14743.0 -52.0
1202163427 14672.5 -55.5
1202163426 14585.25 -52.5
1202163425 14518.0 -52.0
1202163424 14443.25 -54.5
1202163423 14373.125 -53.5
1202163422 14286.0 -51.5
1202163421 14218.25 -53.5
1202163420 14148.125 -54.0
1202163391 12066.0 -59.5
1202163390 12055.5 -56.5
1202163393 12120.25 -55.0
1202163392 12068.0 -57.5
1202163395 12262.25 -57.0
1202163394 12193.25 -52.5
1202163397 12420.0 -54.0
1202163396 12349.5 -54.5
1202163398 12487.25 -55.5
1202163252 2036.0 -54.5
1202163253 2103.25 -57.5
1202163254 2190.5 -71.5
1202163255 2261.0 -60.0
1202163256 2332.25 -56.5
1202163257 2422.5 -58.5
1202164053 59708.125 -63.5
1202164052 59621.0 -65.5
1202164051 59553.5 -61.0
1202164050 59486.25 -63.0
1202164057 60011.0 -62.5
1202164056 59936.625 -62.0
1202163513 20777.125 -53.0
1202163511 20622.25 -54.5
1202163510 20548.5 -52.0
1202163452 16367.25 -57.5
1202163453 16435.0 -56.5
1202163450 16210.25 -60.5
1202163456 16665.5 -54.5
1202163457 16735.0 -55.0
1202163454 16502.25 -56.0
1202163455 16589.5 -54.5
1202163328 7582.0 -58.0
1202163329 7649.25 -56.5
1202163324 7282.25 -53.5
1202163325 7350.0 -54.5
1202163326 7443.25 -54.0
1202163327 7514.25 -56.5
1202163320 6990.0 -56.0
1202163321 7057.25 -56.0
1202163322 7125.0 -53.0
1202163323 7212.125 -54.5
1202164058 60062.5 -62.0
1202163731 36433.125 -54.5
1202163730 36346.0 -53.0
1202163737 36870.25 -52.5
1202163736 36795.25 -53.5
1202163735 36725.125 -53.5
1202163734 36638.0 -53.5
1202163733 36570.5 -53.0
1202163732 36503.25 -54.0
1202163639 29874.25 -53.0
1202163634 29504.125 -55.5
1202163635 29578.25 -53.0
1202163633 29417.0 -53.5
1202163630 29192.25 -52.0
1202163631 29279.5 -52.0
1202163768 39191.5 -55.5
1202163887 47783.125 -57.0
1202163886 47696.0 -53.5
1202163889 47921.0 -56.5
1202163739 37027.5 -52.0
1202163888 47853.25 -56.5
1202163738 36957.5 -55.0
1202164027 57755.25 -64.0
1202163769 39280.5 -58.0
1202163262 2785.25 -58.0
1202163971 53740.0 -58.5
1202163970 53662.25 -58.0
1202163973 53894.5 -58.5
1202163972 53807.25 -62.5
1202163975 54032.25 -61.0
1202163974 53965.0 -58.5
1202163977 54186.625 -55.5
1202163976 54100.0 -60.0
1202163979 54332.0 -59.0
1202163978 54260.5 -59.0
1202163742 37249.5 -51.5
1202163743 37320.0 -51.0
1202163740 37095.0 -52.0
1202163741 37162.25 -53.5
1202163746 37552.25 -54.0
1202163747 37620.0 -52.0
1202163744 37387.25 -55.0
1202163745 37482.125 -55.0
1202163748 37706.5 -53.0
1202163749 37777.0 -52.5
1202163604 27423.5 -52.5
1202163892 48067.0 -62.0
1202163893 48069.0 -59.5
1202163890 48008.125 -57.5
1202163891 48062.75 -60.0
1202163896 48279.0 -55.5
1202163894 48141.125 -61.5
1202163895 48211.25 -61.0
1202163899 48503.25 -59.0
1202163294 5026.5 -58.5
1202163295 5120.25 -57.0
1202163296 5191.25 -57.0
1202163297 5259.0 -58.5
1202163290 4734.25 -56.5
1202163291 4802.0 -60.5
1202163292 4889.125 -57.0
1202163298 5326.25 -58.5
1202163299 5413.5 -60.5
1202163856 45460.125 -51.5
1202163857 45530.25 -55.0
1202163809 42099.25 -56.5
1202163808 42032.0 -54.0
1202163559 24068.0 -51.5
1202163558 24066.0 -51.5
1202163557 24051.75 -52.0
1202163556 23987.25 -56.5
1202163555 23917.125 -51.0
1202163554 23830.0 -54.5
1202163553 23762.25 -55.5
1202163552 23695.0 -53.0
1202163551 23624.5 -52.0
1202163550 23537.25 -57.0
1202163416 13829.0 -52.0
1202163417 13922.5 -52.0
1202163414 13694.0 -52.0
1202163415 13761.25 -58.0
1202163412 13536.25 -53.5
1202163413 13623.5 -56.0
1202163410 13398.5 -55.5
1202163411 13469.0 -53.5
1202163360 9806.0 -51.0
1202163361 9893.125 -57.0
1202163362 9963.25 -58.5
1202163363 10031.0 -56.0
1202163364 10124.5 -55.5
1202163365 10196.0 -57.0
1202163366 10263.25 -59.0
1202163367 10331.0 -56.0
1202164049 59416.125 -64.5
1202163800 41437.125 -58.0
1202163528 21896.25 -52.0
1202163529 21964.0 -52.0
1202163520 21301.5 -51.5
1202163526 21737.0 -50.0
1202163524 21594.125 -52.5
1202163525 21664.0 -54.0
1202163939 51509.5 -56.0
1202163938 51418.25 -59.5
1202163935 51213.5 -62.0
1202163934 51126.25 -59.0
1202163937 51351.0 -56.0
