1202163227 -46.5
1202163228 -45.0
1202163229 -47.375
1202163230 -49.5
1202163231 -46.5
1202163232 -46.0
1202163233 -48.25
1202163236 -47.5
1202163237 -46.0
1202163238 -47.5
1202163241 -49.0
1202163242 -47.75
1202163244 -47.0
1202163246 -46.5
1202163247 -49.5
1202163248 -43.0
1202163249 -45.5
1202163250 -47.0
1202163251 -55.0
1202163252 -50.0
1202163253 -51.0
1202163254 -46.5
1202163255 -49.0
1202163256 -47.0
1202163257 -47.5
1202163258 -51.0
1202163259 -47.5
1202163260 -49.0
1202163261 -50.0
1202163262 -48.0
1202163263 -46.0
1202163265 -48.5
1202163266 -51.5
1202163267 -51.0
1202163268 -45.5
1202163270 -52.25
1202163271 -49.5
1202163272 -48.0
1202163274 -46.5
1202163276 -50.0
1202163277 -50.5
1202163278 -48.0
1202163280 -51.5
1202163281 -47.0
1202163282 -50.0
1202163283 -46.5
1202163284 -44.5
1202163285 -51.5
1202163286 -47.5
1202163287 -49.5
1202163288 -50.5
1202163289 -50.5
1202163290 -53.0
1202163291 -50.5
1202163292 -46.5
1202163293 -50.0
1202163294 -47.0
1202163295 -53.5
1202163296 -49.0
1202163297 -50.0
1202163298 -51.0
1202163299 -50.5
1202163300 -50.5
1202163301 -50.0
1202163302 -53.0
1202163303 -48.5
1202163304 -50.5
1202163305 -46.0
1202163309 -51.0
1202163313 -50.0
1202163314 -46.5
1202163315 -51.5
1202163316 -53.0
1202163317 -48.0
1202163318 -52.5
1202163319 -50.0
1202163320 -54.0
1202163321 -49.0
1202163322 -46.5
1202163323 -49.0
1202163324 -52.0
1202163325 -50.0
1202163327 -50.0
1202163328 -46.0
1202163329 -50.0
1202163331 -53.25
1202163333 -48.5
1202163334 -50.0
1202163335 -53.5
1202163338 -53.5
1202163339 -52.0
1202163343 -55.0
1202163344 -49.0
1202163345 -59.5
1202163346 -47.5
1202163347 -53.0
1202163348 -50.5
1202163349 -51.0
1202163350 -49.0
1202163351 -55.0
1202163352 -54.5
1202163353 -52.5
1202163355 -51.5
1202163357 -52.75
1202163358 -57.0
1202163360 -53.5
1202163361 -52.5
1202163362 -54.5
1202163363 -50.0
1202163364 -54.5
1202163366 -53.5
1202163367 -54.0
1202163369 -54.0
1202163371 -51.0
1202163372 -48.5
1202163373 -51.5
1202163374 -52.5
1202163375 -53.5
1202163376 -50.5
1202163377 -47.5
1202163378 -45.0
1202163379 -48.0
1202163380 -52.5
1202163381 -50.5
1202163382 -53.0
1202163383 -55.0
1202163384 -52.5
1202163385 -60.0
1202163386 -48.0
1202163387 -50.0
1202163388 -51.5
1202163389 -51.0
1202163390 -54.0
1202163391 -56.0
1202163392 -53.5
1202163393 -54.0
1202163394 -54.0
1202163395 -51.5
1202163396 -52.5
1202163397 -54.5
1202163398 -51.0
1202163399 -50.0
1202163402 -50.5
1202163407 -59.0
1202163408 -56.5
1202163409 -54.5
1202163411 -52.5
1202163412 -53.0
1202163413 -53.5
1202163414 -56.0
1202163415 -51.0
1202163416 -54.0
1202163417 -53.0
1202163418 -54.0
1202163419 -55.0
1202163420 -52.5
1202163421 -52.0
1202163422 -56.5
1202163423 -56.0
1202163424 -51.0
1202163425 -52.0
1202163426 -55.5
1202163427 -53.0
1202163428 -52.0
1202163429 -50.5
1202163430 -51.0
1202163431 -53.0
1202163432 -52.5
1202163433 -55.5
1202163434 -57.5
1202163435 -53.5
1202163436 -51.0
1202163438 -55.5
1202163440 -54.5
1202163441 -52.5
1202163442 -51.5
1202163443 -60.0
1202163444 -57.5
1202163445 -53.5
1202163447 -52.0
1202163448 -56.0
1202163449 -52.25
1202163451 -53.0
1202163452 -55.5
1202163453 -55.0
1202163454 -56.5
1202163455 -55.0
1202163456 -54.0
1202163457 -54.5
1202163458 -56.5
1202163459 -59.0
1202163466 -61.0
1202163467 -56.5
1202163471 -57.5
1202163472 -53.0
1202163473 -52.5
1202163474 -52.0
1202163475 -56.5
1202163476 -55.5
1202163477 -57.0
1202163478 -56.0
1202163479 -55.0
1202163480 -54.5
1202163481 -62.5
1202163482 -57.0
1202163483 -58.5
1202163484 -56.0
1202163485 -56.0
1202163486 -56.0
1202163487 -58.5
1202163488 -59.0
1202163489 -59.0
1202163490 -57.0
1202163492 -54.75
1202163493 -57.5
1202163494 -57.0
1202163495 -54.0
1202163496 -55.0
1202163497 -56.5
1202163498 -56.75
1202163499 -57.5
1202163501 -59.5
1202163502 -58.5
1202163503 -52.0
1202163504 -56.5
1202163505 -53.0
1202163506 -55.5
1202163507 -56.0
1202163508 -59.0
1202163509 -55.5
1202163510 -57.5
1202163511 -54.0
1202163512 -55.0
1202163513 -54.5
1202163522 -57.5
1202163526 -59.0
1202163527 -55.0
1202163528 -54.5
1202163529 -54.0
1202163530 -57.0
1202163531 -55.0
1202163532 -55.5
1202163533 -59.0
1202163534 -55.5
1202163535 -57.0
1202163536 -57.5
1202163537 -59.5
1202163538 -56.5
1202163539 -61.0
1202163540 -57.0
1202163541 -54.5
1202163542 -61.0
1202163543 -59.0
1202163544 -55.5
1202163545 -55.5
1202163546 -57.0
1202163548 -56.5
1202163549 -55.75
1202163551 -55.5
1202163552 -55.5
1202163554 -56.5
1202163555 -56.5
1202163556 -54.5
1202163557 -55.0
1202163559 -54.75
1202163561 -54.5
1202163562 -56.5
1202163563 -53.5
1202163564 -56.0
1202163565 -57.0
1202163566 -59.0
1202163567 -58.5
1202163568 -56.5
1202163569 -60.75
1202163571 -56.0
1202163572 -58.5
1202163573 -57.5
1202163574 -55.0
1202163575 -56.5
1202163576 -54.5
1202163577 -51.0
1202163578 -55.0
1202163579 -58.0
1202163580 -56.0
1202163581 -62.5
1202163582 -55.5
1202163583 -54.5
1202163584 -59.0
1202163585 -55.0
1202163586 -57.0
1202163587 -56.0
1202163594 -54.5
1202163595 -56.5
1202163596 -58.5
1202163599 -60.0
1202163600 -60.0
1202163601 -60.0
1202163602 -60.5
1202163603 -54.5
1202163604 -57.0
1202163605 -62.0
1202163606 -57.5
1202163607 -57.0
1202163608 -56.0
1202163609 -53.5
1202163610 -57.5
1202163611 -55.5
1202163612 -54.5
1202163613 -55.5
1202163614 -57.5
1202163615 -56.5
1202163616 -56.5
1202163617 -59.0
