10057.25 -49.0
10125.0 -46.5
10212.125 -49.0
10282.25 -52.0
10350.0 -50.0
10514.25 -50.0
10582.0 -46.0
10649.25 -50.0
10807.0 -53.25
10967.25 -48.5
11039.25 -50.0
11066.0 -53.5
11165.0 -53.5
11232.25 -52.0
11532.25 -55.0
11619.125 -49.0
11689.25 -59.5
11757.0 -47.5
11844.125 -53.0
11918.25 -50.5
11989.25 -51.0
12057.0 -49.0
12144.125 -55.0
12214.0 -54.5
12281.25 -52.5
12439.0 -51.5
12581.25 -52.75
12668.5 -57.0
12806.0 -53.5
12893.125 -52.5
12963.25 -54.5
13031.0 -50.0
13124.5 -54.5
13263.25 -53.5
13331.0 -54.0
13488.0 -54.0
13648.25 -51.0
13720.25 -48.5
13788.0 -51.5
13855.25 -52.5
13942.25 -53.5
14012.25 -50.5
14080.0 -47.5
14170.625 -45.0
14245.0 -48.0
14312.25 -52.5
14380.0 -50.5
14467.125 -53.0
14537.25 -55.0
14604.25 -52.5
14691.5 -60.0
14767.5 -48.0
14837.0 -50.0
14904.25 -51.5
14991.5 -51.0
15055.5 -54.0
15066.0 -56.0
15068.0 -53.5
15120.25 -54.0
15193.25 -54.0
15262.25 -51.5
15349.5 -52.5
15420.0 -54.5
15487.25 -51.0
15574.5 -50.0
15787.0 -50.5
16169.25 -59.0
16237.0 -56.5
16307.75 -54.5
16469.0 -52.5
16536.25 -53.0
16623.5 -53.5
16694.0 -56.0
16761.25 -51.0
16829.0 -54.0
16922.5 -53.0
16993.25 -54.0
17061.0 -55.0
17148.125 -52.5
17218.25 -52.0
17286.0 -56.5
17373.125 -56.0
17443.25 -51.0
17518.0 -52.0
17585.25 -55.5
17672.5 -53.0
17743.0 -52.0
17810.25 -50.5
17897.5 -51.0
17968.0 -53.0
18035.25 -52.5
18110.0 -55.5
18197.125 -57.5
18267.25 -53.5
18335.0 -51.0
18492.25 -55.5
18631.25 -54.5
18721.5 -52.5
18792.0 -51.5
18859.25 -60.0
18946.5 -57.5
19017.0 -53.5
19065.0 -52.0
19079.75 -56.0
19143.0 -52.25
19297.5 -53.0
19367.25 -55.5
19435.0 -55.0
19502.25 -56.5
19589.5 -55.0
19665.5 -54.0
19735.0 -54.5
19822.125 -56.5
19892.0 -59.0
20417.0 -61.0
20484.25 -56.5
20776.25 -57.5
20871.125 -53.0
20941.25 -52.5
21009.0 -52.0
21095.625 -56.5
21166.0 -55.5
21233.25 -57.0
21301.0 -56.0
21391.625 -55.0
21466.0 -54.5
21533.25 -62.5
21620.5 -57.0
21691.0 -58.5
21758.0 -56.0
21825.25 -56.0
21912.5 -56.0
21988.5 -58.5
22058.0 -59.0
22145.125 -59.0
22215.25 -57.0
22350.0 -54.75
22437.125 -57.5
22507.25 -57.0
22580.5 -54.0
22669.5 -55.0
22740.0 -56.5
22807.25 -56.75
22875.0 -57.5
23032.0 -59.5
23065.75 -58.5
23066.0 -52.0
23098.0 -56.5
23165.25 -53.0
23252.5 -55.5
23323.0 -56.0
23390.25 -59.0
23457.25 -55.5
23548.5 -57.5
23622.25 -54.0
23690.0 -55.0
23777.125 -54.5
24439.25 -57.5
24737.0 -59.0
24826.125 -55.0
24896.25 -54.5
24964.0 -54.0
25031.25 -57.0
25118.5 -55.0
25189.0 -55.5
25256.0 -59.0
25349.5 -55.5
25421.0 -57.0
25488.25 -57.5
25556.0 -59.5
25643.125 -56.5
25713.25 -61.0
25781.0 -57.0
25867.625 -54.5
25945.25 -61.0
26013.0 -59.0
26100.125 -55.5
26170.25 -55.5
26238.0 -57.0
26392.5 -56.5
26466.25 -55.75
26624.5 -55.5
26695.0 -55.5
26830.0 -56.5
26917.125 -56.5
26987.25 -54.5
27051.75 -55.0
27068.0 -54.75
27188.0 -54.5
27275.125 -56.5
27345.25 -53.5
27413.0 -56.0
27505.625 -57.0
27578.0 -59.0
27645.0 -58.5
27712.25 -56.5
27800.0 -60.75
27937.25 -56.0
28024.5 -58.5
28102.25 -57.5
28170.0 -55.0
28237.25 -56.5
28324.125 -54.5
28394.25 -51.0
28462.0 -55.0
28549.125 -58.0
28619.25 -56.0
28694.25 -62.5
28781.25 -55.5
28851.25 -54.5
28919.0 -59.0
28986.25 -55.0
29073.5 -57.0
29144.0 -56.0
29668.25 -54.5
29736.0 -56.5
29828.625 -58.5
30035.25 -60.0
30122.5 -60.0
30193.0 -60.0
30260.25 -60.5
30347.5 -54.5
30423.5 -57.0
30493.0 -62.0
30560.25 -57.5
30647.125 -57.0
30717.25 -56.0
30785.0 -53.5
30872.125 -57.5
30942.25 -55.5
